username,tweet,label,likes,retweets,device,location,timestamp
user_6598,Absolutely fantastic,positive,755,349,Android,Germany,26-02-2022 02:31
user_2016,What a wonderful moment,positive,1421,341,Android,UAE,20-05-2022 12:47
user_7851,I ate breakfast,neutral,279,17,Android,Canada,01-10-2022 14:01
user_8274,I disliked this a lot,negative,1536,363,MacOS,Canada,18-11-2023 06:36
user_3920,Worst moment ever,negative,40,200,Android,Germany,05-01-2022 03:11
user_4000,I disliked this a lot,negative,297,65,Windows,Singapore,01-12-2022 02:13
user_2574,I enjoyed this a lot,positive,1743,284,MacOS,UK,07-07-2023 08:11
user_5972,I am going to work,neutral,853,387,Android,Canada,12-04-2022 17:43
user_7119,Absolutely horrible,negative,1049,336,MacOS,USA,05-09-2023 07:15
user_3812,I ate breakfast,neutral,607,236,Android,India,19-02-2022 21:24
user_2356,I enjoyed this a lot,positive,1174,302,iPhone,Australia,06-01-2022 14:31
user_2506,Highly recommended,positive,1025,487,iPhone,Germany,23-10-2023 15:02
user_9708,I ate breakfast,neutral,1710,449,iPhone,USA,23-05-2022 14:58
user_7191,It is raining outside,neutral,1794,399,MacOS,UAE,16-10-2023 10:22
user_3654,Just sitting here,neutral,1661,304,Windows,Germany,07-09-2023 03:21
user_9449,Feeling happy today,positive,692,28,Web App,Canada,02-01-2023 12:44
user_5058,Never recommended,negative,657,427,Windows,USA,13-06-2023 03:16
user_4165,I am going to work,neutral,353,202,Web App,Singapore,14-10-2023 13:05
user_4855,This is great,positive,155,229,iPhone,Canada,27-11-2022 20:23
user_4157,Never recommended,negative,1308,424,Web App,Australia,27-10-2022 06:51
user_6644,Just sitting here,neutral,530,266,iPhone,Canada,07-07-2023 16:25
user_9880,I am going to work,neutral,396,393,MacOS,Australia,27-05-2022 18:49
user_6544,I ate breakfast,neutral,1506,182,Android,USA,07-04-2022 23:31
user_8962,I disliked this a lot,negative,810,180,Android,UAE,07-05-2022 04:55
user_7274,Never recommended,negative,407,85,Android,UK,02-05-2022 20:19
user_5326,It is raining outside,neutral,1128,497,Web App,UK,30-01-2023 18:11
user_1783,Nothing much happening,neutral,898,232,iPhone,UK,11-09-2023 18:34
user_4322,Never recommended,negative,250,302,Web App,Australia,17-08-2022 20:58
user_7592,Feeling happy today,positive,928,372,Windows,Germany,08-07-2023 01:47
user_5000,I am reading a book,neutral,384,228,Windows,UK,06-08-2022 07:26
user_1119,Terrible experience,negative,841,39,Windows,Singapore,09-11-2023 12:50
user_3455,I disliked this a lot,negative,714,20,Android,USA,04-06-2023 21:07
user_1155,This is great,positive,1011,37,Web App,UK,06-02-2023 17:56
user_2883,This is bad,negative,1141,166,Android,USA,05-12-2022 17:28
user_6684,I am reading a book,neutral,1635,90,MacOS,UK,27-05-2023 21:42
user_5397,Terrible experience,negative,696,342,Windows,UK,19-09-2022 04:01
user_6420,Highly recommended,positive,1141,10,Windows,UK,18-05-2022 15:25
user_5811,I disliked this a lot,negative,443,266,Web App,Singapore,17-01-2023 11:54
user_2351,What a wonderful moment,positive,1016,425,iPhone,Canada,03-11-2022 06:49
user_8378,Working on something,neutral,1350,256,Android,USA,06-11-2023 22:35
user_6371,Feeling sad today,negative,1758,172,Web App,UK,02-04-2022 08:06
user_6941,Nothing much happening,neutral,1959,366,Android,UK,19-01-2023 22:43
user_7110,Feeling sad today,negative,710,24,iPhone,Germany,16-10-2023 20:41
user_4655,It is raining outside,neutral,749,476,iPhone,Australia,09-10-2023 00:22
user_9782,What a wonderful moment,positive,367,353,Windows,USA,18-09-2022 03:22
user_4852,Working on something,neutral,1431,282,Android,Singapore,07-01-2022 10:42
user_3412,Super excited,positive,60,311,Web App,UK,13-09-2023 06:58
user_3204,Feeling happy today,positive,284,38,Web App,USA,26-01-2023 22:46
user_2378,This is great,positive,102,19,Android,Canada,15-05-2023 18:58
user_8961,Never recommended,negative,1174,57,MacOS,Singapore,08-05-2023 04:35
user_6876,Absolutely fantastic,positive,1258,462,Windows,Australia,28-04-2023 14:42
user_3260,Just sitting here,neutral,817,349,Web App,UAE,03-07-2022 18:28
user_3273,What a wonderful moment,positive,848,192,Android,India,06-11-2023 21:46
user_4960,Amazing experience,positive,1089,206,iPhone,Singapore,25-05-2023 10:42
user_8338,I ate breakfast,neutral,438,399,MacOS,UAE,17-05-2022 19:38
user_8151,I am reading a book,neutral,787,79,Web App,Canada,04-08-2023 23:21
user_5373,This is great,positive,572,275,Web App,USA,20-11-2023 23:16
user_7819,Nothing much happening,neutral,832,461,Android,India,30-10-2022 23:55
user_9607,This is great,positive,1346,305,Windows,Australia,13-03-2023 21:26
user_8467,Highly recommended,positive,1249,250,MacOS,Canada,10-07-2022 16:17
user_3437,I enjoyed this a lot,positive,650,135,Windows,UK,01-06-2023 20:42
user_7685,I am going to work,neutral,404,279,MacOS,Singapore,09-07-2023 04:16
user_6742,Super excited,positive,48,307,iPhone,Germany,04-09-2023 01:15
user_1879,Nothing much happening,neutral,582,280,Android,Australia,01-11-2022 13:51
user_3198,Absolutely horrible,negative,1348,188,Web App,Singapore,16-08-2023 04:14
user_9296,Absolutely fantastic,positive,409,490,MacOS,Singapore,05-09-2023 19:10
user_7339,Not happy at all,negative,1242,189,Windows,Singapore,17-10-2022 10:28
user_3561,I am reading a book,neutral,1663,174,iPhone,India,06-04-2023 18:43
user_7234,This is bad,negative,366,109,Android,India,02-11-2023 16:05
user_9909,Feeling sad today,negative,1497,191,Android,UAE,09-06-2023 13:58
user_3132,I enjoyed this a lot,positive,651,264,iPhone,UK,02-10-2022 16:26
user_8854,This is a normal day,neutral,923,370,Windows,Australia,12-05-2022 08:12
user_8008,Not happy at all,negative,1697,134,iPhone,Canada,24-11-2022 02:09
user_6932,I ate breakfast,neutral,1591,144,iPhone,USA,12-11-2022 15:33
user_5455,This is bad,negative,1748,434,MacOS,India,25-03-2023 06:47
user_3852,This is great,positive,270,474,Android,UK,30-12-2022 10:20
user_8871,This is great,positive,1232,264,iPhone,India,25-04-2023 06:15
user_8364,This is great,positive,215,322,MacOS,Canada,27-01-2023 20:51
user_6157,Never recommended,negative,1278,467,Windows,USA,27-08-2022 11:47
user_2562,I am going to work,neutral,1514,349,Android,Australia,02-06-2022 23:31
user_8428,This is great,positive,1621,499,iPhone,UK,07-05-2023 04:20
user_7502,Highly recommended,positive,316,193,Windows,UAE,13-06-2023 20:14
user_8908,I saw a car today,neutral,786,304,iPhone,Singapore,21-07-2022 23:22
user_8486,This is bad,negative,651,388,Android,UAE,02-03-2022 06:51
user_6169,Feeling happy today,positive,881,152,Android,UAE,26-10-2023 05:31
user_4255,Amazing experience,positive,1302,376,Web App,Canada,11-01-2022 18:33
user_9984,Highly recommended,positive,1384,42,Windows,Germany,11-08-2023 10:12
user_9496,Feeling sad today,negative,909,417,Windows,Germany,21-10-2023 07:38
user_4398,This is bad,negative,1467,208,Android,UK,04-11-2022 13:32
user_6711,Never recommended,negative,494,500,Android,USA,22-07-2022 06:32
user_9702,I saw a car today,neutral,1199,285,MacOS,Singapore,20-08-2023 09:37
user_6687,I am reading a book,neutral,787,473,Windows,Canada,29-04-2023 22:52
user_2506,I hate this,negative,1335,1,MacOS,UAE,19-01-2022 20:14
user_2687,Never recommended,negative,1020,202,Android,UAE,18-12-2022 03:47
user_6931,What a wonderful moment,positive,340,242,iPhone,Australia,25-02-2023 19:59
user_6036,What a wonderful moment,positive,1358,393,Web App,UAE,12-09-2023 21:33
user_5366,What a wonderful moment,positive,1948,458,Android,Canada,26-06-2022 09:41
user_9592,I ate breakfast,neutral,805,498,Android,Singapore,08-11-2022 05:46
user_7034,Nothing much happening,neutral,543,333,Android,Germany,19-06-2022 01:10
user_5352,Feeling sad today,negative,1016,136,MacOS,Germany,21-10-2023 10:15
user_1638,I enjoyed this a lot,positive,87,130,Web App,UAE,08-10-2022 20:02
user_6163,Absolutely horrible,negative,1334,192,Android,USA,20-04-2022 18:52
user_2531,Absolutely fantastic,positive,778,193,iPhone,Singapore,23-02-2023 15:44
user_5918,Worst moment ever,negative,960,236,Windows,UAE,03-09-2023 05:47
user_2329,Super excited,positive,1304,133,Android,Singapore,28-01-2022 05:52
user_7434,I saw a car today,neutral,508,379,iPhone,Australia,13-09-2022 19:17
user_5045,What a wonderful moment,positive,969,299,Windows,Canada,05-09-2022 02:03
user_4563,I enjoyed this a lot,positive,1219,500,Web App,UK,19-03-2022 00:57
user_9253,Just sitting here,neutral,578,337,MacOS,Germany,29-01-2023 03:00
user_2157,This is a normal day,neutral,1729,83,Web App,Germany,31-03-2022 05:41
user_6741,Feeling sad today,negative,546,407,Web App,UK,18-03-2023 04:10
user_3090,Never recommended,negative,159,208,MacOS,Singapore,19-03-2022 21:39
user_4555,Feeling happy today,positive,585,314,iPhone,Germany,09-10-2022 01:26
user_2794,Absolutely fantastic,positive,1482,211,Windows,USA,22-02-2022 16:52
user_3412,This made my day,positive,460,320,Windows,UK,12-09-2022 18:34
user_6731,I disliked this a lot,negative,1704,160,iPhone,India,22-04-2023 12:20
user_3336,I am reading a book,neutral,19,176,Android,Germany,16-06-2023 19:28
user_9618,I disliked this a lot,negative,514,114,MacOS,India,30-05-2023 07:33
user_7999,I love this,positive,1962,138,Web App,UAE,11-10-2022 12:17
user_3994,What a wonderful moment,positive,429,41,Web App,India,12-10-2022 00:28
user_1356,Scrolling through my phone,neutral,1071,137,Android,Australia,22-03-2023 03:31
user_7758,Super excited,positive,659,251,MacOS,Canada,08-07-2023 04:36
user_5177,Just sitting here,neutral,1756,58,Web App,UK,16-07-2023 11:20
user_9862,I am reading a book,neutral,1470,99,Web App,UAE,22-09-2023 10:56
user_7236,Super excited,positive,835,215,Web App,Singapore,05-01-2023 18:36
user_4410,This ruined my day,negative,728,96,Windows,Australia,24-05-2023 11:37
user_1524,Absolutely fantastic,positive,1712,246,Windows,UK,14-09-2023 11:26
user_2206,I disliked this a lot,negative,285,415,Web App,UAE,12-09-2022 17:12
user_2071,This is great,positive,1557,20,Web App,Germany,11-01-2022 00:40
user_7281,This is great,positive,1744,367,Android,UK,26-06-2022 13:33
user_5321,Absolutely horrible,negative,590,338,iPhone,Singapore,23-05-2023 20:37
user_6528,Never recommended,negative,1165,464,Windows,Australia,11-03-2022 07:46
user_5450,Absolutely fantastic,positive,265,292,MacOS,Australia,01-09-2022 11:50
user_2670,Never recommended,negative,162,482,Android,Singapore,16-10-2023 12:39
user_6947,Amazing experience,positive,1775,105,Web App,UK,29-07-2023 16:54
user_8256,Highly recommended,positive,1496,332,Windows,USA,01-01-2022 06:50
user_1052,I hate this,negative,236,349,iPhone,UAE,15-06-2023 23:18
user_4683,I am going to work,neutral,190,73,MacOS,UAE,23-05-2023 00:38
user_7080,This made my day,positive,1721,121,Android,India,28-06-2022 13:23
user_6902,What a wonderful moment,positive,241,309,Windows,USA,05-11-2023 11:24
user_7458,Highly recommended,positive,1867,397,Web App,UAE,26-04-2023 05:19
user_4340,Amazing experience,positive,1990,350,Web App,UAE,20-03-2023 17:22
user_1486,Amazing experience,positive,35,293,MacOS,USA,13-07-2023 05:36
user_4825,It is raining outside,neutral,636,345,MacOS,USA,17-04-2023 04:37
user_5068,This ruined my day,negative,245,113,iPhone,UK,23-11-2023 14:19
user_1476,Never recommended,negative,386,377,iPhone,Germany,02-07-2023 14:55
user_6019,Working on something,neutral,391,457,Android,India,04-04-2023 03:46
user_6950,This is a normal day,neutral,879,477,MacOS,Australia,13-01-2022 03:08
user_3988,This is great,positive,655,109,iPhone,India,02-02-2023 03:55
user_4368,Terrible experience,negative,136,418,MacOS,UAE,30-12-2022 03:57
user_7280,It is raining outside,neutral,607,244,MacOS,Germany,22-08-2023 22:44
user_5975,I am reading a book,neutral,667,155,iPhone,UAE,03-05-2023 10:49
user_3336,This is bad,negative,982,131,MacOS,Australia,19-08-2023 07:37
user_3760,Never recommended,negative,715,343,Web App,USA,15-08-2023 21:15
user_9742,Scrolling through my phone,neutral,1838,412,Android,Singapore,12-09-2023 03:24
user_1534,Feeling happy today,positive,1815,470,MacOS,UAE,18-03-2023 08:12
user_8066,This ruined my day,negative,473,389,Web App,USA,01-05-2022 05:38
user_2567,I am reading a book,neutral,205,183,iPhone,Australia,12-01-2022 14:16
user_6931,This is a normal day,neutral,470,42,Windows,UAE,06-03-2023 21:36
user_4142,Scrolling through my phone,neutral,1490,87,Windows,Germany,12-07-2023 14:22
user_2043,Nothing much happening,neutral,1245,82,iPhone,Germany,12-12-2022 14:36
user_7484,I disliked this a lot,negative,806,477,iPhone,UK,18-03-2023 08:07
user_8552,I enjoyed this a lot,positive,443,436,MacOS,India,20-12-2022 21:25
user_7680,Never recommended,negative,1226,316,Android,Australia,27-11-2022 01:44
user_5729,I am reading a book,neutral,1458,48,iPhone,Canada,11-06-2023 10:33
user_1008,This is great,positive,56,166,iPhone,India,14-06-2023 11:11
user_9024,This is bad,negative,793,380,Windows,India,04-11-2022 23:11
user_6074,I am reading a book,neutral,893,293,Web App,UAE,19-02-2023 07:28
user_3629,Highly recommended,positive,1481,413,Android,India,28-04-2022 17:00
user_6959,Never recommended,negative,1268,49,Web App,USA,10-10-2022 04:26
user_2268,This made my day,positive,1458,347,MacOS,Singapore,30-05-2022 21:48
user_2712,This is great,positive,739,322,MacOS,UAE,04-07-2022 00:37
user_3247,Not happy at all,negative,300,410,MacOS,Canada,12-06-2022 15:10
user_4279,Scrolling through my phone,neutral,97,268,Android,Germany,23-03-2022 05:08
user_9475,I love this,positive,1391,492,Web App,India,30-09-2023 12:28
user_3594,This is a normal day,neutral,418,467,Windows,Germany,28-08-2023 08:13
user_8873,This is a normal day,neutral,377,274,iPhone,USA,07-11-2023 18:05
user_8925,Highly recommended,positive,1933,216,Web App,USA,31-05-2022 08:11
user_4737,Worst moment ever,negative,896,487,Android,Australia,04-11-2023 12:30
user_3130,Feeling sad today,negative,1191,459,Windows,India,17-04-2022 19:39
user_8960,Feeling sad today,negative,419,399,Web App,UAE,03-01-2023 08:56
user_8161,Working on something,neutral,543,289,iPhone,India,09-09-2023 17:23
user_6092,I enjoyed this a lot,positive,1084,220,Windows,UK,29-07-2023 05:46
user_6779,I am going to work,neutral,1931,26,Android,UK,15-05-2022 21:43
user_4788,Never recommended,negative,107,137,Web App,UK,21-01-2022 07:59
user_2461,I disliked this a lot,negative,639,123,MacOS,Singapore,17-11-2023 05:44
user_8134,This is great,positive,765,255,Windows,Australia,06-09-2023 09:06
user_2153,I enjoyed this a lot,positive,687,372,iPhone,UAE,28-02-2022 03:34
user_8475,I hate this,negative,1247,162,Windows,UAE,27-09-2022 05:24
user_8669,I am reading a book,neutral,560,61,Android,UK,30-09-2022 22:11
user_8905,This ruined my day,negative,972,184,Web App,UAE,08-06-2022 03:51
user_2117,Super excited,positive,1422,71,Windows,UK,07-10-2022 09:36
user_7480,It is raining outside,neutral,28,390,Windows,India,27-07-2022 05:36
user_6544,Worst moment ever,negative,817,421,Web App,Canada,23-01-2022 10:23
user_6566,Just sitting here,neutral,894,144,MacOS,Canada,17-07-2023 04:43
user_4643,Worst moment ever,negative,688,277,iPhone,USA,19-05-2023 06:20
user_4997,Not happy at all,negative,144,217,iPhone,Singapore,22-11-2023 12:44
user_1653,I saw a car today,neutral,1186,277,Android,Singapore,15-10-2023 15:31
user_7588,Feeling sad today,negative,954,407,Android,Germany,29-05-2022 06:55
user_3709,I ate breakfast,neutral,518,315,iPhone,Singapore,17-01-2023 13:51
user_7647,Never recommended,negative,1723,353,iPhone,UAE,20-08-2023 03:27
user_4872,Worst moment ever,negative,220,166,MacOS,UAE,25-11-2022 21:33
user_3617,Nothing much happening,neutral,1234,117,iPhone,UK,24-10-2022 14:33
user_3903,Worst moment ever,negative,1151,63,Web App,Australia,25-02-2023 17:16
user_5490,I love this,positive,331,192,Windows,Canada,01-02-2022 17:20
user_3786,Not happy at all,negative,711,464,Android,UAE,04-01-2022 20:20
user_3793,I ate breakfast,neutral,1331,425,Android,Canada,04-09-2022 22:55
user_6144,I ate breakfast,neutral,582,148,Android,Singapore,20-04-2022 06:02
user_8781,I ate breakfast,neutral,37,319,MacOS,Germany,03-01-2023 02:08
user_6981,I am reading a book,neutral,971,451,MacOS,India,14-04-2023 01:38
user_1025,I am going to work,neutral,1958,334,MacOS,India,21-09-2022 05:06
user_5057,I enjoyed this a lot,positive,11,304,Web App,Singapore,09-10-2022 20:34
user_6299,Amazing experience,positive,1461,35,iPhone,India,27-02-2023 06:50
user_1178,Amazing experience,positive,533,217,Windows,UAE,10-10-2023 16:41
user_9536,Feeling sad today,negative,1091,499,iPhone,Germany,15-01-2022 19:15
user_5076,Never recommended,negative,1979,251,MacOS,UAE,05-11-2023 05:07
user_8782,Highly recommended,positive,508,205,iPhone,Canada,30-07-2022 13:26
user_1707,I disliked this a lot,negative,1212,491,MacOS,USA,03-06-2022 17:19
user_3407,It is raining outside,neutral,106,265,Android,Germany,27-04-2023 11:08
user_5595,Super excited,positive,304,406,Windows,India,18-02-2022 16:05
user_4376,Working on something,neutral,822,199,Web App,USA,03-08-2022 10:08
user_2008,I love this,positive,878,173,Android,UK,15-01-2023 17:39
user_7011,Worst moment ever,negative,1805,123,Web App,Singapore,06-01-2022 02:59
user_9433,I disliked this a lot,negative,841,426,Web App,Germany,22-05-2022 16:43
user_3698,Working on something,neutral,1021,319,iPhone,Australia,16-05-2023 06:35
user_2662,Worst moment ever,negative,272,73,Web App,Germany,09-03-2022 19:18
user_2063,Feeling sad today,negative,252,0,MacOS,India,02-05-2023 23:11
user_2918,Worst moment ever,negative,1744,488,Windows,USA,24-11-2023 15:05
user_7980,Just sitting here,neutral,1873,362,Web App,UAE,26-10-2023 21:07
user_1945,Just sitting here,neutral,454,444,MacOS,India,17-01-2023 02:36
user_3886,Working on something,neutral,1468,483,iPhone,UAE,07-01-2022 23:28
user_6467,I enjoyed this a lot,positive,1856,301,iPhone,Australia,17-01-2023 05:30
user_1625,I hate this,negative,1264,396,Android,Canada,03-01-2023 21:23
user_2586,Scrolling through my phone,neutral,80,153,MacOS,Germany,12-08-2022 03:46
user_8284,This made my day,positive,152,401,Web App,India,15-09-2022 20:25
user_8653,Never recommended,negative,730,135,MacOS,Canada,17-05-2022 11:48
user_4307,Absolutely horrible,negative,969,204,Android,India,24-11-2023 04:29
user_8585,This is great,positive,0,147,iPhone,USA,11-08-2023 07:00
user_3702,Amazing experience,positive,462,432,Windows,UK,30-11-2022 19:35
user_3650,Working on something,neutral,1272,110,Android,Germany,11-03-2023 23:55
user_5349,I enjoyed this a lot,positive,1252,424,Android,UK,01-07-2023 06:55
user_2093,Just sitting here,neutral,1294,351,Android,USA,11-08-2022 13:46
user_2567,I hate this,negative,1442,263,MacOS,USA,26-07-2022 14:22
user_9665,Highly recommended,positive,464,249,Windows,Australia,16-05-2022 21:38
user_6457,Worst moment ever,negative,1210,495,Android,UK,01-03-2023 02:19
user_2414,This made my day,positive,1836,283,Android,Germany,30-05-2022 22:05
user_4116,Not happy at all,negative,341,405,Android,Singapore,15-11-2022 11:21
user_3175,Never recommended,negative,1811,296,MacOS,Australia,22-05-2023 10:03
user_8562,Just sitting here,neutral,411,341,Windows,India,18-11-2023 20:57
user_3388,Never recommended,negative,1798,493,Web App,India,03-03-2022 19:02
user_2505,Just sitting here,neutral,1041,172,Web App,Canada,29-07-2022 23:27
user_9686,Scrolling through my phone,neutral,480,383,Windows,UAE,17-02-2022 21:25
user_1139,Never recommended,negative,1808,169,Android,USA,03-11-2022 20:10
user_4749,This made my day,positive,1127,494,Windows,USA,04-02-2022 09:29
user_4279,I disliked this a lot,negative,909,24,Web App,Canada,21-07-2022 22:58
user_4751,Super excited,positive,1589,113,MacOS,UK,13-01-2023 18:56
user_7275,This made my day,positive,1911,318,Android,Canada,08-09-2023 02:49
user_9777,I ate breakfast,neutral,1514,374,Windows,USA,18-02-2023 18:15
user_4656,Absolutely fantastic,positive,1877,497,MacOS,Singapore,26-02-2023 20:21
user_8024,I saw a car today,neutral,1831,494,Web App,Australia,23-11-2022 12:06
user_1786,I disliked this a lot,negative,1953,444,Windows,USA,16-06-2023 20:49
user_7834,Worst moment ever,negative,1163,59,iPhone,India,08-03-2023 08:40
user_1358,I enjoyed this a lot,positive,1691,162,Windows,Australia,07-07-2022 03:32
user_9616,Worst moment ever,negative,490,376,Windows,India,15-01-2022 01:02
user_3181,Feeling happy today,positive,1849,100,MacOS,Germany,05-09-2022 02:15
user_7080,Super excited,positive,1638,262,Web App,Singapore,26-05-2022 12:59
user_7306,Not happy at all,negative,1973,341,iPhone,Singapore,14-12-2022 16:50
user_9692,Scrolling through my phone,neutral,1820,9,Web App,UK,21-10-2023 05:00
user_7794,Super excited,positive,564,286,iPhone,Germany,23-02-2022 12:23
user_8081,Absolutely fantastic,positive,1242,170,MacOS,Germany,12-05-2023 10:15
user_3945,Never recommended,negative,1821,219,Windows,USA,16-10-2023 10:29
user_7230,This made my day,positive,1986,149,MacOS,Germany,06-07-2023 00:39
user_4214,I disliked this a lot,negative,631,270,Windows,USA,18-05-2022 01:51
user_7025,Terrible experience,negative,1947,447,Android,India,05-07-2023 01:49
user_2225,Nothing much happening,neutral,1135,220,iPhone,Singapore,05-03-2022 09:04
user_7497,I hate this,negative,198,97,iPhone,India,29-08-2022 03:30
user_6546,This made my day,positive,1907,158,Web App,India,23-10-2023 18:18
user_2760,Absolutely fantastic,positive,689,414,MacOS,Germany,17-07-2023 22:30
user_6154,I saw a car today,neutral,1614,422,Web App,Canada,19-06-2022 22:03
user_4433,Feeling happy today,positive,1548,210,Web App,India,28-09-2022 02:27
user_4123,Absolutely horrible,negative,1668,268,MacOS,UK,15-05-2022 00:57
user_5478,Never recommended,negative,1286,112,MacOS,UK,07-09-2023 02:20
user_3637,Highly recommended,positive,1034,59,MacOS,USA,02-05-2023 04:44
user_2501,This is great,positive,1512,448,Android,UAE,09-03-2022 09:28
user_4375,Scrolling through my phone,neutral,472,360,MacOS,Germany,21-09-2023 03:35
user_5976,Not happy at all,negative,446,352,Windows,UAE,01-11-2022 16:19
user_3417,Not happy at all,negative,167,275,Android,Canada,27-05-2022 10:46
user_7295,I am going to work,neutral,1545,483,MacOS,India,07-05-2023 14:05
user_9047,Scrolling through my phone,neutral,580,217,Android,USA,29-06-2022 08:40
user_7143,Not happy at all,negative,1258,224,Web App,India,20-09-2022 11:04
user_1981,I saw a car today,neutral,548,15,Windows,Germany,27-07-2023 16:51
user_1113,Super excited,positive,1824,449,iPhone,India,18-12-2022 01:50
user_8022,What a wonderful moment,positive,638,379,Web App,Germany,10-12-2022 00:59
user_3781,This is bad,negative,1298,143,Windows,USA,23-03-2022 18:01
user_5910,This ruined my day,negative,643,371,iPhone,UAE,22-04-2022 17:38
user_9539,Never recommended,negative,343,117,Windows,UAE,04-08-2023 23:31
user_9377,I disliked this a lot,negative,365,150,Android,USA,23-11-2022 08:59
user_7012,This is bad,negative,247,260,Windows,UAE,29-06-2023 13:13
user_3417,This ruined my day,negative,1725,356,Windows,Germany,05-04-2022 17:17
user_7597,I am going to work,neutral,1981,384,MacOS,India,24-06-2022 02:31
user_8993,Terrible experience,negative,726,193,MacOS,Germany,16-05-2022 01:24
user_9234,Nothing much happening,neutral,1894,332,Windows,USA,26-10-2023 09:48
user_1870,This is bad,negative,1319,59,Web App,Canada,07-03-2023 10:10
user_6214,Amazing experience,positive,879,197,iPhone,Australia,15-01-2023 22:27
user_3126,I enjoyed this a lot,positive,839,8,iPhone,Germany,08-12-2022 22:29
user_5450,I am going to work,neutral,1492,390,Web App,Singapore,15-02-2022 19:17
user_2091,I love this,positive,367,1,Android,India,20-06-2023 22:07
user_6126,Scrolling through my phone,neutral,1060,491,iPhone,UK,21-07-2023 10:18
user_7999,I disliked this a lot,negative,969,219,Windows,UK,26-09-2023 06:14
user_8044,I am reading a book,neutral,138,33,MacOS,Singapore,21-09-2022 08:33
user_1466,Not happy at all,negative,1820,120,iPhone,UK,24-10-2022 23:24
user_6738,Feeling happy today,positive,443,472,Windows,Canada,03-06-2022 15:11
user_1487,Feeling sad today,negative,146,383,MacOS,Singapore,13-04-2022 00:19
user_6669,Worst moment ever,negative,1449,133,MacOS,Singapore,02-10-2023 00:58
user_4166,Working on something,neutral,636,237,MacOS,USA,15-12-2022 14:11
user_3927,This ruined my day,negative,621,129,MacOS,India,27-04-2023 05:41
user_3023,Scrolling through my phone,neutral,1231,182,iPhone,Singapore,26-07-2023 03:38
user_9903,Highly recommended,positive,1438,144,iPhone,Singapore,07-11-2023 14:30
user_4127,I ate breakfast,neutral,1379,405,iPhone,India,23-09-2022 09:55
user_8039,Worst moment ever,negative,147,206,MacOS,Germany,20-02-2022 08:19
user_2740,This ruined my day,negative,843,476,Windows,Singapore,07-05-2023 03:57
user_3094,Super excited,positive,678,155,Web App,UAE,14-02-2023 13:35
user_6500,I love this,positive,938,192,MacOS,Australia,11-06-2022 11:21
user_3431,Feeling sad today,negative,584,108,Web App,USA,04-11-2023 06:36
user_6098,I enjoyed this a lot,positive,475,299,Android,USA,28-05-2023 01:52
user_2243,Nothing much happening,neutral,1307,414,iPhone,USA,28-03-2023 19:54
user_5402,Feeling sad today,negative,496,129,Windows,Germany,18-09-2023 11:33
user_3876,Amazing experience,positive,948,42,Windows,Germany,09-04-2022 23:32
user_8252,Absolutely fantastic,positive,1765,413,MacOS,UAE,27-10-2023 09:46
user_5089,I ate breakfast,neutral,67,31,MacOS,UK,19-04-2022 11:02
user_7905,Scrolling through my phone,neutral,1276,87,Android,USA,03-09-2022 04:24
user_6157,Worst moment ever,negative,926,389,Windows,Singapore,06-11-2022 21:07
user_9171,Feeling sad today,negative,1778,39,Windows,USA,02-10-2023 15:32
user_7611,I saw a car today,neutral,1921,284,MacOS,Germany,20-08-2022 03:06
user_2141,I ate breakfast,neutral,785,173,Web App,Germany,08-10-2022 09:14
user_5159,Absolutely fantastic,positive,514,389,MacOS,India,04-08-2022 16:39
user_1992,This ruined my day,negative,1514,209,Windows,Singapore,09-09-2022 21:15
user_9174,Worst moment ever,negative,1942,436,Android,Canada,09-09-2023 16:59
user_9259,Amazing experience,positive,206,13,Web App,Canada,07-05-2022 12:07
user_6809,Highly recommended,positive,931,177,Web App,India,20-04-2023 21:01
user_3738,This is a normal day,neutral,1492,479,MacOS,Canada,01-09-2022 00:13
user_5196,Just sitting here,neutral,1225,220,MacOS,India,31-05-2022 09:27
user_8190,Nothing much happening,neutral,1109,482,Android,Canada,06-07-2023 21:16
user_5058,Worst moment ever,negative,1773,297,Web App,USA,16-01-2023 00:33
user_2789,I am reading a book,neutral,1093,16,Android,UAE,07-04-2023 03:17
user_9428,I hate this,negative,417,161,Web App,UK,16-08-2023 01:28
user_2385,I saw a car today,neutral,1515,241,Web App,Australia,18-05-2022 01:21
user_7781,Just sitting here,neutral,1000,74,Windows,UAE,30-08-2023 01:13
user_6479,Just sitting here,neutral,1079,183,MacOS,UK,03-09-2022 23:46
user_3534,I am reading a book,neutral,89,461,MacOS,UAE,05-12-2022 08:43
user_8039,This is bad,negative,1862,279,MacOS,USA,12-04-2022 01:20
user_6186,I am reading a book,neutral,220,355,Windows,Germany,17-05-2023 03:10
user_1684,This is bad,negative,689,268,Windows,Canada,06-05-2022 22:19
user_2023,Absolutely horrible,negative,117,99,Web App,UAE,15-10-2023 20:49
user_5986,This is a normal day,neutral,1660,397,Windows,Germany,01-11-2022 13:47
user_3299,Working on something,neutral,842,420,Windows,UAE,26-05-2023 13:09
user_5862,Never recommended,negative,911,499,iPhone,India,13-05-2023 06:26
user_2492,Absolutely fantastic,positive,897,289,Web App,USA,30-04-2023 08:14
user_2524,Just sitting here,neutral,661,478,Windows,Germany,07-05-2022 11:59
user_4878,What a wonderful moment,positive,1629,310,Web App,Germany,12-10-2022 14:58
